Ranking diari,Audiencia,Cadena,Dia,Mes,Any
1377,"0,2%",real-madrid-tv,22,02,2019
1378,"12,3%",telecinco,23,02,2019
1379,"10,8%",antena3,23,02,2019
1380,"8,8%",la1,23,02,2019
1381,"6,4%",lasexta,23,02,2019
1382,"5,4%",cuatro,23,02,2019
1383,"3,1%",fdf,23,02,2019
1384,"2,8%",la2,23,02,2019
1385,"2,5%",energy,23,02,2019
1386,"2,4%",neox,23,02,2019
1387,"2,3%",paramountchannel,23,02,2019
1388,"2,2%",13tv,23,02,2019
1389,"1,9%",clan,23,02,2019
1390,"1,8%",discoverymax,23,02,2019
1391,"1,6%",divinity,23,02,2019
1392,"1,4%",atreseries,23,02,2019
1393,"1,3%",disney-channel,23,02,2019
1394,"1,3%",mega-espana,23,02,2019
1395,"1,3%",nova,23,02,2019
1396,"1,3%",gol-television,23,02,2019
1397,"1,3%",boing,23,02,2019
1398,"1,1%",canal24horas,23,02,2019
1399,"0,8%",dkiss,23,02,2019
1400,"0,7%",bemadtv,23,02,2019
1401,"0,5%",ten,23,02,2019
1402,"0,4%",teledeporte,23,02,2019
1403,"0,4%",real-madrid-tv,23,02,2019
1404,"13,3%",telecinco,24,02,2019
1405,"10,4%",antena3,24,02,2019
1406,"9,4%",la1,24,02,2019
1407,"6,5%",cuatro,24,02,2019
1408,"5,6%",lasexta,24,02,2019
1409,"2,9%",energy,24,02,2019
1410,"2,7%",la2,24,02,2019
1411,"2,6%",fdf,24,02,2019
1412,"2,4%",neox,24,02,2019
1413,"2,3%",13tv,24,02,2019
1414,"2,1%",paramountchannel,24,02,2019
1415,"1,9%",divinity,24,02,2019
1416,"1,8%",discoverymax,24,02,2019
1417,"1,7%",mega-espana,24,02,2019
1418,"1,6%",atreseries,24,02,2019
1419,"1,6%",clan,24,02,2019
1420,"1,4%",nova,24,02,2019
1421,"1,2%",gol-television,24,02,2019
1422,"1,1%",boing,24,02,2019
1423,"1,0%",disney-channel,24,02,2019
1424,"0,9%",dkiss,24,02,2019
1425,"0,9%",canal24horas,24,02,2019
1426,"0,8%",bemadtv,24,02,2019
1427,"0,5%",teledeporte,24,02,2019
1428,"0,4%",ten,24,02,2019
1429,"0,4%",real-madrid-tv,24,02,2019
1430,"15,7%",telecinco,25,02,2019
1431,"15,5%",antena3,25,02,2019
1432,"8,1%",la1,25,02,2019
1433,"7,8%",lasexta,25,02,2019
1434,"4,4%",cuatro,25,02,2019
1435,"2,7%",la2,25,02,2019
1436,"2,5%",neox,25,02,2019
1437,"2,5%",nova,25,02,2019
1438,"2,5%",fdf,25,02,2019
1439,"2,0%",energy,25,02,2019
1440,"1,9%",divinity,25,02,2019
1441,"1,9%",paramountchannel,25,02,2019
1442,"1,7%",mega-espana,25,02,2019
1443,"1,7%",13tv,25,02,2019
1444,"1,6%",clan,25,02,2019
1445,"1,6%",discoverymax,25,02,2019
1446,"1,5%",gol-television,25,02,2019
1447,"1,3%",atreseries,25,02,2019
1448,"1,0%",boing,25,02,2019
1449,"0,9%",dkiss,25,02,2019
1450,"0,9%",canal24horas,25,02,2019
1451,"0,7%",disney-channel,25,02,2019
1452,"0,6%",ten,25,02,2019
1453,"0,6%",bemadtv,25,02,2019
1454,"0,3%",teledeporte,25,02,2019
1455,"0,3%",real-madrid-tv,25,02,2019
1456,"17,2%",telecinco,26,02,2019
1457,"15,1%",antena3,26,02,2019
1458,"7,7%",la1,26,02,2019
1459,"7,3%",lasexta,26,02,2019
1460,"4,8%",cuatro,26,02,2019
1461,"2,7%",la2,26,02,2019
1462,"2,3%",neox,26,02,2019
1463,"2,3%",fdf,26,02,2019
1464,"2,3%",energy,26,02,2019
1465,"2,2%",nova,26,02,2019
1466,"2,0%",paramountchannel,26,02,2019
1467,"1,9%",divinity,26,02,2019
1468,"1,8%",13tv,26,02,2019
1469,"1,7%",discoverymax,26,02,2019
1470,"1,6%",mega-espana,26,02,2019
1471,"1,3%",clan,26,02,2019
1472,"1,3%",atreseries,26,02,2019
1473,"1,1%",canal24horas,26,02,2019
1474,"0,9%",boing,26,02,2019
1475,"0,8%",gol-television,26,02,2019
1476,"0,7%",dkiss,26,02,2019
1477,"0,7%",disney-channel,26,02,2019
1478,"0,5%",bemadtv,26,02,2019
1479,"0,4%",ten,26,02,2019
1480,"0,2%",teledeporte,26,02,2019
1481,"0,2%",real-madrid-tv,26,02,2019
1482,"15,2%",la1,27,02,2019
1483,"12,8%",telecinco,27,02,2019
1484,"11,8%",antena3,27,02,2019
1485,"6,6%",lasexta,27,02,2019
1486,"4,0%",cuatro,27,02,2019
1487,"2,9%",la2,27,02,2019
1488,"2,4%",neox,27,02,2019
1489,"2,3%",fdf,27,02,2019
1490,"2,2%",gol-television,27,02,2019
1491,"2,1%",nova,27,02,2019
1492,"2,1%",energy,27,02,2019
1493,"1,9%",mega-espana,27,02,2019
1494,"1,9%",paramountchannel,27,02,2019
1495,"1,8%",canal24horas,27,02,2019
1496,"1,8%",divinity,27,02,2019
1497,"1,6%",13tv,27,02,2019
1498,"1,5%",discoverymax,27,02,2019
1499,"1,5%",clan,27,02,2019
1500,"1,2%",atreseries,27,02,2019
1501,"0,9%",boing,27,02,2019
1502,"0,8%",dkiss,27,02,2019
1503,"0,6%",disney-channel,27,02,2019
1504,"0,5%",teledeporte,27,02,2019
1505,"0,5%",ten,27,02,2019
1506,"0,5%",bemadtv,27,02,2019
1507,"0,3%",real-madrid-tv,27,02,2019
1508,"16,9%",telecinco,28,02,2019
1509,"12,6%",antena3,28,02,2019
1510,"10,1%",la1,28,02,2019
1511,"7,5%",lasexta,28,02,2019
1512,"3,8%",cuatro,28,02,2019
1513,"2,5%",neox,28,02,2019
1514,"2,5%",fdf,28,02,2019
1515,"2,4%",la2,28,02,2019
1516,"2,1%",nova,28,02,2019
1517,"2,1%",energy,28,02,2019
1518,"2,0%",divinity,28,02,2019
1519,"1,8%",gol-television,28,02,2019
1520,"1,8%",13tv,28,02,2019
1521,"1,7%",paramountchannel,28,02,2019
1522,"1,5%",clan,28,02,2019
1523,"1,5%",mega-espana,28,02,2019
1524,"1,5%",discoverymax,28,02,2019
1525,"1,2%",canal24horas,28,02,2019
1526,"1,1%",atreseries,28,02,2019
1527,"1,0%",boing,28,02,2019
1528,"0,8%",dkiss,28,02,2019
1529,"0,7%",disney-channel,28,02,2019
1530,"0,5%",bemadtv,28,02,2019
1531,"0,4%",teledeporte,28,02,2019
1532,"0,4%",ten,28,02,2019
1533,"0,2%",real-madrid-tv,28,02,2019
1534,"14,8%",telecinco,01,03,2019
1535,"12,5%",antena3,01,03,2019
1536,"8,3%",la1,01,03,2019
1537,"7,3%",lasexta,01,03,2019
1538,"4,4%",cuatro,01,03,2019
1539,"2,7%",la2,01,03,2019
1540,"2,5%",fdf,01,03,2019
1541,"2,3%",neox,01,03,2019
1542,"2,3%",energy,01,03,2019
1543,"2,2%",nova,01,03,2019
1544,"1,9%",divinity,01,03,2019
1545,"1,8%",paramountchannel,01,03,2019
1546,"1,8%",clan,01,03,2019
1547,"1,6%",mega-espana,01,03,2019
1548,"1,5%",13tv,01,03,2019
1549,"1,5%",discoverymax,01,03,2019
1550,"1,4%",boing,01,03,2019
1551,"1,2%",atreseries,01,03,2019
1552,"1,1%",gol-television,01,03,2019
1553,"1,0%",dkiss,01,03,2019
1554,"1,0%",disney-channel,01,03,2019
1555,"0,7%",canal24horas,01,03,2019
1556,"0,6%",teledeporte,01,03,2019
1557,"0,5%",ten,01,03,2019
1558,"0,5%",bemadtv,01,03,2019
1559,"0,2%",real-madrid-tv,01,03,2019
1560,"12,2%",telecinco,02,03,2019
1561,"10,9%",antena3,02,03,2019
1562,"9,9%",la1,02,03,2019
1563,"6,0%",lasexta,02,03,2019
1564,"5,5%",cuatro,02,03,2019
1565,"2,7%",fdf,02,03,2019
1566,"2,6%",la2,02,03,2019
1567,"2,6%",energy,02,03,2019
1568,"2,3%",neox,02,03,2019
1569,"2,2%",paramountchannel,02,03,2019
1570,"2,1%",divinity,02,03,2019
1571,"1,7%",clan,02,03,2019
1572,"1,7%",13tv,02,03,2019
1573,"1,6%",mega-espana,02,03,2019
1574,"1,5%",discoverymax,02,03,2019
1575,"1,4%",nova,02,03,2019
1576,"1,3%",boing,02,03,2019
1577,"1,2%",disney-channel,02,03,2019
1578,"1,2%",atreseries,02,03,2019
1579,"1,2%",gol-television,02,03,2019
1580,"0,9%",canal24horas,02,03,2019
1581,"0,9%",teledeporte,02,03,2019
1582,"0,8%",dkiss,02,03,2019
1583,"0,5%",ten,02,03,2019
1584,"0,5%",bemadtv,02,03,2019
1585,"0,5%",real-madrid-tv,02,03,2019
1586,"12,4%",telecinco,03,03,2019
1587,"10,3%",antena3,03,03,2019
1588,"9,2%",la1,03,03,2019
1589,"6,4%",lasexta,03,03,2019
1590,"6,2%",cuatro,03,03,2019
1591,"2,8%",la2,03,03,2019
1592,"2,7%",fdf,03,03,2019
1593,"2,7%",energy,03,03,2019
1594,"2,6%",paramountchannel,03,03,2019
1595,"2,2%",divinity,03,03,2019
1596,"2,2%",neox,03,03,2019
1597,"2,1%",13tv,03,03,2019
1598,"1,7%",discoverymax,03,03,2019
1599,"1,7%",mega-espana,03,03,2019
1600,"1,6%",clan,03,03,2019
1601,"1,4%",atreseries,03,03,2019
1602,"1,3%",disney-channel,03,03,2019
1603,"1,2%",nova,03,03,2019
1604,"1,2%",teledeporte,03,03,2019
1605,"1,1%",gol-television,03,03,2019
1606,"0,9%",boing,03,03,2019
1607,"0,8%",bemadtv,03,03,2019
1608,"0,8%",dkiss,03,03,2019
1609,"0,8%",canal24horas,03,03,2019
1610,"0,4%",ten,03,03,2019
1611,"0,4%",real-madrid-tv,03,03,2019
1612,"15,0%",telecinco,04,03,2019
1613,"14,0%",antena3,04,03,2019
1614,"8,0%",lasexta,04,03,2019
1615,"7,3%",la1,04,03,2019
1616,"4,6%",cuatro,04,03,2019
1617,"2,7%",fdf,04,03,2019
1618,"2,4%",neox,04,03,2019
1619,"2,3%",energy,04,03,2019
1620,"2,2%",nova,04,03,2019
1621,"2,2%",la2,04,03,2019
1622,"2,1%",divinity,04,03,2019
1623,"1,9%",clan,04,03,2019
1624,"1,9%",13tv,04,03,2019
1625,"1,7%",mega-espana,04,03,2019
1626,"1,7%",paramountchannel,04,03,2019
1627,"1,7%",discoverymax,04,03,2019
1628,"1,4%",atreseries,04,03,2019
1629,"1,2%",canal24horas,04,03,2019
1630,"1,1%",disney-channel,04,03,2019
1631,"1,1%",boing,04,03,2019
1632,"1,0%",gol-television,04,03,2019
1633,"0,6%",dkiss,04,03,2019
1634,"0,5%",bemadtv,04,03,2019
1635,"0,4%",ten,04,03,2019
1636,"0,3%",teledeporte,04,03,2019
1637,"0,1%",real-madrid-tv,04,03,2019
1638,"16,2%",telecinco,05,03,2019
1639,"13,6%",antena3,05,03,2019
1640,"7,8%",la1,05,03,2019
1641,"6,6%",lasexta,05,03,2019
1642,"4,5%",cuatro,05,03,2019
1643,"2,7%",fdf,05,03,2019
1644,"2,4%",la2,05,03,2019
1645,"2,2%",nova,05,03,2019
1646,"2,1%",neox,05,03,2019
1647,"2,1%",energy,05,03,2019
1648,"2,0%",13tv,05,03,2019
1649,"2,0%",divinity,05,03,2019
1650,"1,9%",mega-espana,05,03,2019
1651,"1,8%",paramountchannel,05,03,2019
1652,"1,5%",discoverymax,05,03,2019
1653,"1,4%",clan,05,03,2019
1654,"1,3%",gol-television,05,03,2019
1655,"1,2%",canal24horas,05,03,2019
1656,"1,1%",atreseries,05,03,2019
1657,"1,0%",boing,05,03,2019
1658,"0,8%",disney-channel,05,03,2019
1659,"0,7%",dkiss,05,03,2019
1660,"0,6%",teledeporte,05,03,2019
1661,"0,5%",bemadtv,05,03,2019
1662,"0,4%",ten,05,03,2019
1663,"0,4%",real-madrid-tv,05,03,2019
1664,"13,6%",telecinco,06,03,2019
1665,"12,8%",antena3,06,03,2019
1666,"9,0%",la1,06,03,2019
1667,"7,6%",lasexta,06,03,2019
1668,"5,0%",cuatro,06,03,2019
1669,"3,1%",la2,06,03,2019
1670,"3,0%",fdf,06,03,2019
1671,"2,5%",neox,06,03,2019
1672,"2,2%",nova,06,03,2019
1673,"2,1%",mega-espana,06,03,2019
1674,"2,1%",energy,06,03,2019
1675,"2,0%",13tv,06,03,2019
1676,"1,8%",clan,06,03,2019
1677,"1,8%",divinity,06,03,2019
1678,"1,7%",paramountchannel,06,03,2019
1679,"1,5%",discoverymax,06,03,2019
1680,"1,4%",canal24horas,06,03,2019
1681,"1,3%",atreseries,06,03,2019
1682,"1,2%",gol-television,06,03,2019
1683,"1,0%",disney-channel,06,03,2019
1684,"0,9%",dkiss,06,03,2019
1685,"0,8%",boing,06,03,2019
1686,"0,5%",bemadtv,06,03,2019
1687,"0,4%",teledeporte,06,03,2019
1688,"0,4%",ten,06,03,2019
1689,"0,2%",real-madrid-tv,06,03,2019
1690,"17,8%",telecinco,07,03,2019
1691,"12,4%",antena3,07,03,2019
1692,"8,4%",la1,07,03,2019
1693,"7,3%",lasexta,07,03,2019
1694,"4,2%",cuatro,07,03,2019
1695,"2,7%",neox,07,03,2019
1696,"2,5%",fdf,07,03,2019
1697,"2,3%",la2,07,03,2019
1698,"2,3%",nova,07,03,2019
1699,"2,2%",divinity,07,03,2019
1700,"2,0%",paramountchannel,07,03,2019
1701,"1,9%",13tv,07,03,2019
1702,"1,7%",energy,07,03,2019
1703,"1,7%",gol-television,07,03,2019
1704,"1,6%",mega-espana,07,03,2019
1705,"1,6%",discoverymax,07,03,2019
1706,"1,4%",clan,07,03,2019
1707,"1,3%",atreseries,07,03,2019
1708,"1,1%",canal24horas,07,03,2019
1709,"1,0%",dkiss,07,03,2019
1710,"0,8%",boing,07,03,2019
1711,"0,7%",disney-channel,07,03,2019
1712,"0,4%",ten,07,03,2019
1713,"0,4%",bemadtv,07,03,2019
1714,"0,3%",teledeporte,07,03,2019
1715,"0,2%",real-madrid-tv,07,03,2019
1716,"14,4%",telecinco,08,03,2019
1717,"12,2%",antena3,08,03,2019
1718,"7,7%",lasexta,08,03,2019
1719,"7,7%",la1,08,03,2019
1720,"5,2%",cuatro,08,03,2019
1721,"3,0%",fdf,08,03,2019
1722,"2,8%",la2,08,03,2019
1723,"2,6%",neox,08,03,2019
1724,"2,5%",energy,08,03,2019
1725,"2,3%",nova,08,03,2019
1726,"2,2%",divinity,08,03,2019
1727,"2,1%",clan,08,03,2019
1728,"2,0%",discoverymax,08,03,2019
1729,"1,8%",13tv,08,03,2019
1730,"1,7%",gol-television,08,03,2019
1731,"1,7%",paramountchannel,08,03,2019
1732,"1,5%",mega-espana,08,03,2019
1733,"1,4%",atreseries,08,03,2019
1734,"1,3%",boing,08,03,2019
1735,"1,1%",disney-channel,08,03,2019
1736,"1,0%",dkiss,08,03,2019
1737,"1,0%",canal24horas,08,03,2019
1738,"0,8%",bemadtv,08,03,2019
1739,"0,5%",ten,08,03,2019
1740,"0,4%",teledeporte,08,03,2019
1741,"0,2%",real-madrid-tv,08,03,2019
1742,"12,1%",telecinco,09,03,2019
1743,"10,7%",antena3,09,03,2019
1744,"8,9%",la1,09,03,2019
1745,"6,0%",cuatro,09,03,2019
1746,"5,7%",lasexta,09,03,2019
1747,"3,0%",fdf,09,03,2019
1748,"2,7%",la2,09,03,2019
1749,"2,5%",neox,09,03,2019
1750,"2,4%",discoverymax,09,03,2019
1751,"2,4%",energy,09,03,2019
1752,"2,3%",clan,09,03,2019
1753,"2,0%",13tv,09,03,2019
1754,"1,9%",paramountchannel,09,03,2019
1755,"1,8%",divinity,09,03,2019
1756,"1,5%",nova,09,03,2019
1757,"1,4%",mega-espana,09,03,2019
1758,"1,3%",atreseries,09,03,2019
1759,"1,3%",boing,09,03,2019
1760,"1,2%",disney-channel,09,03,2019
1761,"1,2%",gol-television,09,03,2019
1762,"0,8%",canal24horas,09,03,2019
1763,"0,7%",bemadtv,09,03,2019
1764,"0,7%",dkiss,09,03,2019
1765,"0,5%",ten,09,03,2019
1766,"0,4%",teledeporte,09,03,2019
1767,"0,4%",real-madrid-tv,09,03,2019
1768,"13,0%",telecinco,10,03,2019
1769,"10,6%",antena3,10,03,2019
1770,"9,6%",la1,10,03,2019
1771,"6,6%",cuatro,10,03,2019
1772,"5,9%",lasexta,10,03,2019
1773,"3,0%",la2,10,03,2019
1774,"3,0%",energy,10,03,2019
1775,"2,6%",neox,10,03,2019
1776,"2,5%",fdf,10,03,2019
1777,"2,2%",paramountchannel,10,03,2019
1778,"2,1%",divinity,10,03,2019
1779,"1,8%",clan,10,03,2019
1780,"1,8%",13tv,10,03,2019
1781,"1,8%",discoverymax,10,03,2019
1782,"1,6%",mega-espana,10,03,2019
1783,"1,4%",atreseries,10,03,2019
1784,"1,1%",nova,10,03,2019
1785,"1,1%",gol-television,10,03,2019
1786,"0,9%",canal24horas,10,03,2019
1787,"0,9%",boing,10,03,2019
1788,"0,8%",bemadtv,10,03,2019
1789,"0,8%",dkiss,10,03,2019
1790,"0,8%",disney-channel,10,03,2019
1791,"0,5%",teledeporte,10,03,2019
1792,"0,4%",ten,10,03,2019
1793,"0,4%",real-madrid-tv,10,03,2019
1794,"15,7%",telecinco,11,03,2019
1795,"14,4%",antena3,11,03,2019
1796,"8,1%",la1,11,03,2019
1797,"7,8%",lasexta,11,03,2019
1798,"4,7%",cuatro,11,03,2019
1799,"3,0%",fdf,11,03,2019
1800,"2,6%",la2,11,03,2019
1801,"2,4%",neox,11,03,2019
1802,"2,3%",nova,11,03,2019
1803,"2,2%",energy,11,03,2019
1804,"2,0%",divinity,11,03,2019
1805,"1,9%",13tv,11,03,2019
1806,"1,8%",paramountchannel,11,03,2019
1807,"1,7%",mega-espana,11,03,2019
1808,"1,6%",clan,11,03,2019
1809,"1,5%",discoverymax,11,03,2019
1810,"1,4%",atreseries,11,03,2019
1811,"1,4%",gol-television,11,03,2019
1812,"1,0%",canal24horas,11,03,2019
1813,"0,8%",boing,11,03,2019
1814,"0,7%",dkiss,11,03,2019
1815,"0,7%",disney-channel,11,03,2019
1816,"0,6%",bemadtv,11,03,2019
1817,"0,6%",real-madrid-tv,11,03,2019
1818,"0,4%",teledeporte,11,03,2019
1819,"0,4%",ten,11,03,2019
1820,"17,0%",telecinco,12,03,2019
1821,"13,4%",antena3,12,03,2019
1822,"7,7%",la1,12,03,2019
1823,"7,4%",lasexta,12,03,2019
1824,"4,6%",cuatro,12,03,2019
1825,"2,8%",fdf,12,03,2019
1826,"2,5%",la2,12,03,2019
1827,"2,3%",neox,12,03,2019
1828,"2,2%",nova,12,03,2019
1829,"2,2%",paramountchannel,12,03,2019
1830,"2,2%",energy,12,03,2019
1831,"2,0%",13tv,12,03,2019
1832,"2,0%",divinity,12,03,2019
1833,"1,7%",discoverymax,12,03,2019
1834,"1,6%",mega-espana,12,03,2019
1835,"1,6%",clan,12,03,2019
1836,"1,3%",gol-television,12,03,2019
1837,"1,2%",atreseries,12,03,2019
1838,"0,9%",canal24horas,12,03,2019
1839,"0,8%",dkiss,12,03,2019
1840,"0,8%",boing,12,03,2019
1841,"0,6%",disney-channel,12,03,2019
1842,"0,5%",teledeporte,12,03,2019
1843,"0,5%",bemadtv,12,03,2019
1844,"0,4%",ten,12,03,2019
1845,"0,2%",real-madrid-tv,12,03,2019
1846,"13,5%",telecinco,13,03,2019
1847,"12,8%",antena3,13,03,2019
1848,"9,2%",la1,13,03,2019
1849,"7,5%",lasexta,13,03,2019
1850,"4,6%",cuatro,13,03,2019
1851,"3,0%",la2,13,03,2019
1852,"2,8%",fdf,13,03,2019
1853,"2,7%",neox,13,03,2019
1854,"2,5%",nova,13,03,2019
1855,"2,4%",energy,13,03,2019
1856,"2,2%",divinity,13,03,2019
1857,"1,9%",13tv,13,03,2019
1858,"1,9%",paramountchannel,13,03,2019
1859,"1,8%",mega-espana,13,03,2019
1860,"1,5%",clan,13,03,2019
1861,"1,4%",discoverymax,13,03,2019
1862,"1,4%",gol-television,13,03,2019
1863,"1,3%",atreseries,13,03,2019
1864,"1,0%",boing,13,03,2019
1865,"0,9%",canal24horas,13,03,2019
1866,"0,8%",dkiss,13,03,2019
1867,"0,8%",disney-channel,13,03,2019
1868,"0,6%",bemadtv,13,03,2019
1869,"0,4%",teledeporte,13,03,2019
1870,"0,4%",ten,13,03,2019
1871,"0,3%",real-madrid-tv,13,03,2019
1872,"17,9%",telecinco,14,03,2019
1873,"12,4%",antena3,14,03,2019
1874,"8,3%",la1,14,03,2019
1875,"7,4%",lasexta,14,03,2019
1876,"4,1%",cuatro,14,03,2019
1877,"2,9%",neox,14,03,2019
1878,"2,6%",fdf,14,03,2019
1879,"2,3%",divinity,14,03,2019
1880,"2,2%",la2,14,03,2019
1881,"2,2%",nova,14,03,2019
1882,"2,1%",paramountchannel,14,03,2019
1883,"2,1%",energy,14,03,2019
1884,"1,8%",13tv,14,03,2019
1885,"1,7%",gol-television,14,03,2019
1886,"1,6%",discoverymax,14,03,2019
1887,"1,5%",clan,14,03,2019
1888,"1,5%",mega-espana,14,03,2019
1889,"1,3%",atreseries,14,03,2019
1890,"1,2%",canal24horas,14,03,2019
1891,"0,9%",boing,14,03,2019
1892,"0,8%",disney-channel,14,03,2019
1893,"0,7%",dkiss,14,03,2019
1894,"0,6%",bemadtv,14,03,2019
1895,"0,5%",ten,14,03,2019
1896,"0,4%",teledeporte,14,03,2019
1897,"0,2%",real-madrid-tv,14,03,2019
1898,"15,1%",telecinco,15,03,2019
1899,"12,1%",antena3,15,03,2019
1900,"8,3%",la1,15,03,2019
1901,"7,8%",lasexta,15,03,2019
1902,"4,8%",cuatro,15,03,2019
1903,"2,7%",fdf,15,03,2019
1904,"2,5%",la2,15,03,2019
1905,"2,5%",neox,15,03,2019
1906,"2,4%",nova,15,03,2019
1907,"2,3%",energy,15,03,2019
1908,"2,1%",divinity,15,03,2019
1909,"2,1%",paramountchannel,15,03,2019
1910,"1,8%",clan,15,03,2019
1911,"1,7%",discoverymax,15,03,2019
1912,"1,6%",atreseries,15,03,2019
1913,"1,6%",13tv,15,03,2019
1914,"1,5%",mega-espana,15,03,2019
1915,"1,5%",gol-television,15,03,2019
1916,"1,2%",dkiss,15,03,2019
1917,"1,1%",boing,15,03,2019
1918,"1,1%",disney-channel,15,03,2019
1919,"0,8%",canal24horas,15,03,2019
1920,"0,6%",bemadtv,15,03,2019
1921,"0,5%",ten,15,03,2019
1922,"0,3%",teledeporte,15,03,2019
1923,"0,2%",real-madrid-tv,15,03,2019
1924,"11,4%",telecinco,16,03,2019
1925,"10,1%",antena3,16,03,2019
1926,"9,5%",la1,16,03,2019
1927,"5,8%",cuatro,16,03,2019
1928,"5,6%",lasexta,16,03,2019
1929,"3,1%",energy,16,03,2019
1930,"2,7%",fdf,16,03,2019
1931,"2,6%",neox,16,03,2019
1932,"2,5%",la2,16,03,2019
1933,"2,3%",clan,16,03,2019
1934,"2,1%",13tv,16,03,2019
1935,"2,0%",divinity,16,03,2019
1936,"1,7%",boing,16,03,2019
1937,"1,7%",paramountchannel,16,03,2019
1938,"1,7%",discoverymax,16,03,2019
1939,"1,4%",gol-television,16,03,2019
1940,"1,3%",disney-channel,16,03,2019
1941,"1,3%",mega-espana,16,03,2019
1942,"1,3%",nova,16,03,2019
1943,"1,3%",atreseries,16,03,2019
1944,"0,9%",canal24horas,16,03,2019
1945,"0,8%",dkiss,16,03,2019
1946,"0,6%",teledeporte,16,03,2019
1947,"0,5%",ten,16,03,2019
1948,"0,5%",real-madrid-tv,16,03,2019
1949,"0,4%",bemadtv,16,03,2019
1950,"11,7%",telecinco,17,03,2019
1951,"11,0%",antena3,17,03,2019
1952,"8,8%",la1,17,03,2019
1953,"6,3%",cuatro,17,03,2019
1954,"5,7%",lasexta,17,03,2019
1955,"2,8%",la2,17,03,2019
1956,"2,7%",energy,17,03,2019
1957,"2,7%",fdf,17,03,2019
1958,"2,6%",neox,17,03,2019
1959,"2,5%",paramountchannel,17,03,2019
1960,"2,0%",13tv,17,03,2019
1961,"1,9%",divinity,17,03,2019
1962,"1,8%",mega-espana,17,03,2019
1963,"1,8%",clan,17,03,2019
1964,"1,6%",nova,17,03,2019
1965,"1,6%",discoverymax,17,03,2019
1966,"1,5%",gol-television,17,03,2019
1967,"1,5%",atreseries,17,03,2019
1968,"1,2%",boing,17,03,2019
1969,"1,0%",disney-channel,17,03,2019
1970,"0,8%",canal24horas,17,03,2019
1971,"0,7%",dkiss,17,03,2019
1972,"0,6%",teledeporte,17,03,2019
1973,"0,6%",bemadtv,17,03,2019
1974,"0,5%",real-madrid-tv,17,03,2019
1975,"0,4%",ten,17,03,2019
1976,"16,2%",telecinco,18,03,2019
1977,"12,7%",antena3,18,03,2019
1978,"8,5%",lasexta,18,03,2019
1979,"8,1%",la1,18,03,2019
1980,"5,0%",cuatro,18,03,2019
1981,"2,9%",fdf,18,03,2019
1982,"2,5%",la2,18,03,2019
1983,"2,4%",nova,18,03,2019
1984,"2,3%",neox,18,03,2019
1985,"2,2%",paramountchannel,18,03,2019
1986,"2,1%",13tv,18,03,2019
1987,"2,1%",energy,18,03,2019
1988,"2,0%",divinity,18,03,2019
1989,"1,8%",clan,18,03,2019
1990,"1,6%",mega-espana,18,03,2019
1991,"1,5%",discoverymax,18,03,2019
1992,"1,1%",atreseries,18,03,2019
1993,"1,0%",gol-television,18,03,2019
1994,"1,0%",boing,18,03,2019
1995,"0,9%",dkiss,18,03,2019
1996,"0,9%",disney-channel,18,03,2019
1997,"0,8%",canal24horas,18,03,2019
1998,"0,5%",ten,18,03,2019
1999,"0,5%",bemadtv,18,03,2019
2000,"0,3%",teledeporte,18,03,2019
2001,"0,2%",real-madrid-tv,18,03,2019
2002,"13,8%",telecinco,19,03,2019
2003,"13,7%",antena3,19,03,2019
2004,"8,2%",la1,19,03,2019
2005,"7,8%",lasexta,19,03,2019
2006,"5,0%",cuatro,19,03,2019
2007,"2,8%",la2,19,03,2019
2008,"2,7%",fdf,19,03,2019
2009,"2,6%",neox,19,03,2019
2010,"2,4%",nova,19,03,2019
2011,"2,4%",energy,19,03,2019
2012,"2,3%",paramountchannel,19,03,2019
2013,"2,1%",divinity,19,03,2019
2014,"1,9%",13tv,19,03,2019
2015,"1,8%",discoverymax,19,03,2019
2016,"1,7%",clan,19,03,2019
2017,"1,6%",mega-espana,19,03,2019
2018,"1,3%",atreseries,19,03,2019
2019,"1,2%",canal24horas,19,03,2019
2020,"1,0%",boing,19,03,2019
2021,"0,9%",disney-channel,19,03,2019
2022,"0,8%",dkiss,19,03,2019
2023,"0,7%",gol-television,19,03,2019
2024,"0,6%",bemadtv,19,03,2019
2025,"0,4%",teledeporte,19,03,2019
2026,"0,4%",ten,19,03,2019
2027,"0,2%",real-madrid-tv,19,03,2019
2028,"16,8%",telecinco,20,03,2019
2029,"14,3%",antena3,20,03,2019
2030,"9,3%",la1,20,03,2019
2031,"7,2%",lasexta,20,03,2019
2032,"4,6%",cuatro,20,03,2019
2033,"2,8%",la2,20,03,2019
2034,"2,5%",fdf,20,03,2019
2035,"2,4%",nova,20,03,2019
2036,"2,4%",neox,20,03,2019
2037,"2,1%",energy,20,03,2019
2038,"2,0%",paramountchannel,20,03,2019
2039,"1,9%",divinity,20,03,2019
2040,"1,9%",13tv,20,03,2019
2041,"1,8%",clan,20,03,2019
2042,"1,7%",mega-espana,20,03,2019
2043,"1,5%",discoverymax,20,03,2019
2044,"1,3%",atreseries,20,03,2019
2045,"1,1%",canal24horas,20,03,2019
2046,"1,0%",boing,20,03,2019
2047,"0,9%",dkiss,20,03,2019
2048,"0,8%",disney-channel,20,03,2019
2049,"0,6%",gol-television,20,03,2019
2050,"0,6%",bemadtv,20,03,2019
2051,"0,4%",teledeporte,20,03,2019
