Ranking diari,Audiencia,Cadena,Dia,Mes,Any
2727,"0,5%",ten,16,04,2019
2728,"0,4%",teledeporte,16,04,2019
2729,"0,4%",bemadtv,16,04,2019
2730,"0,1%",real-madrid-tv,16,04,2019
2731,"13,2%",telecinco,17,04,2019
2732,"12,4%",antena3,17,04,2019
2733,"8,2%",la1,17,04,2019
2734,"6,1%",lasexta,17,04,2019
2735,"5,0%",cuatro,17,04,2019
2736,"3,2%",la2,17,04,2019
2737,"2,8%",fdf,17,04,2019
2738,"2,7%",neox,17,04,2019
2739,"2,5%",13tv,17,04,2019
2740,"2,4%",nova,17,04,2019
2741,"2,3%",divinity,17,04,2019
2742,"2,2%",clan,17,04,2019
2743,"1,9%",paramountchannel,17,04,2019
2744,"1,8%",energy,17,04,2019
2745,"1,6%",mega-espana,17,04,2019
2746,"1,6%",discoverymax,17,04,2019
2747,"1,5%",boing,17,04,2019
2748,"1,3%",atreseries,17,04,2019
2749,"1,1%",disney-channel,17,04,2019
2750,"1,1%",gol-television,17,04,2019
2751,"1,0%",dkiss,17,04,2019
2752,"0,9%",canal24horas,17,04,2019
2753,"0,7%",bemadtv,17,04,2019
2754,"0,5%",ten,17,04,2019
2755,"0,4%",teledeporte,17,04,2019
2756,"0,1%",real-madrid-tv,17,04,2019
2757,"11,8%",antena3,18,04,2019
2758,"11,6%",telecinco,18,04,2019
2759,"8,0%",la1,18,04,2019
2760,"6,2%",lasexta,18,04,2019
2761,"5,1%",cuatro,18,04,2019
2762,"2,9%",la2,18,04,2019
2763,"2,8%",neox,18,04,2019
2764,"2,7%",fdf,18,04,2019
2765,"2,6%",13tv,18,04,2019
2766,"2,4%",paramountchannel,18,04,2019
2767,"2,3%",nova,18,04,2019
2768,"2,2%",clan,18,04,2019
2769,"2,2%",energy,18,04,2019
2770,"2,0%",divinity,18,04,2019
2771,"1,9%",discoverymax,18,04,2019
2772,"1,6%",mega-espana,18,04,2019
2773,"1,3%",disney-channel,18,04,2019
2774,"1,2%",atreseries,18,04,2019
2775,"1,1%",dkiss,18,04,2019
2776,"1,1%",boing,18,04,2019
2777,"1,1%",gol-television,18,04,2019
2778,"0,8%",canal24horas,18,04,2019
2779,"0,7%",bemadtv,18,04,2019
2780,"0,5%",ten,18,04,2019
2781,"0,4%",teledeporte,18,04,2019
2782,"0,3%",real-madrid-tv,18,04,2019
2783,"10,6%",antena3,19,04,2019
2784,"10,2%",la1,19,04,2019
2785,"9,0%",telecinco,19,04,2019
2786,"6,2%",lasexta,19,04,2019
2787,"5,5%",cuatro,19,04,2019
2788,"3,2%",fdf,19,04,2019
2789,"2,9%",energy,19,04,2019
2790,"2,7%",neox,19,04,2019
2791,"2,5%",divinity,19,04,2019
2792,"2,4%",la2,19,04,2019
2793,"2,2%",paramountchannel,19,04,2019
2794,"2,0%",discoverymax,19,04,2019
2795,"1,8%",clan,19,04,2019
2796,"1,8%",nova,19,04,2019
2797,"1,7%",13tv,19,04,2019
2798,"1,5%",atreseries,19,04,2019
2799,"1,5%",mega-espana,19,04,2019
2800,"1,4%",dkiss,19,04,2019
2801,"1,3%",disney-channel,19,04,2019
2802,"1,1%",boing,19,04,2019
2803,"0,9%",gol-television,19,04,2019
2804,"0,8%",canal24horas,19,04,2019
2805,"0,8%",bemadtv,19,04,2019
2806,"0,6%",ten,19,04,2019
2807,"0,4%",teledeporte,19,04,2019
2808,"0,3%",real-madrid-tv,19,04,2019
2809,"10,9%",telecinco,20,04,2019
2810,"10,7%",antena3,20,04,2019
2811,"9,4%",la1,20,04,2019
2812,"7,2%",lasexta,20,04,2019
2813,"5,3%",cuatro,20,04,2019
2814,"3,0%",fdf,20,04,2019
2815,"2,5%",paramountchannel,20,04,2019
2816,"2,5%",neox,20,04,2019
2817,"2,5%",energy,20,04,2019
2818,"2,3%",la2,20,04,2019
2819,"2,2%",clan,20,04,2019
2820,"2,2%",13tv,20,04,2019
2821,"2,0%",divinity,20,04,2019
2822,"1,6%",discoverymax,20,04,2019
2823,"1,4%",nova,20,04,2019
2824,"1,3%",disney-channel,20,04,2019
2825,"1,3%",mega-espana,20,04,2019
2826,"1,3%",boing,20,04,2019
2827,"1,2%",atreseries,20,04,2019
2828,"1,1%",gol-television,20,04,2019
2829,"0,8%",dkiss,20,04,2019
2830,"0,8%",canal24horas,20,04,2019
2831,"0,7%",bemadtv,20,04,2019
2832,"0,6%",teledeporte,20,04,2019
2833,"0,4%",ten,20,04,2019
2834,"0,3%",real-madrid-tv,20,04,2019
2835,"10,8%",antena3,21,04,2019
2836,"10,1%",telecinco,21,04,2019
2837,"10,1%",la1,21,04,2019
2838,"5,9%",cuatro,21,04,2019
2839,"4,7%",lasexta,21,04,2019
2840,"3,0%",la2,21,04,2019
2841,"2,9%",fdf,21,04,2019
2842,"2,7%",energy,21,04,2019
2843,"2,7%",divinity,21,04,2019
2844,"2,7%",13tv,21,04,2019
2845,"2,4%",neox,21,04,2019
2846,"2,2%",nova,21,04,2019
2847,"2,0%",clan,21,04,2019
2848,"1,8%",paramountchannel,21,04,2019
2849,"1,8%",mega-espana,21,04,2019
2850,"1,7%",discoverymax,21,04,2019
2851,"1,4%",gol-television,21,04,2019
2852,"1,3%",atreseries,21,04,2019
2853,"1,2%",boing,21,04,2019
2854,"1,0%",canal24horas,21,04,2019
2855,"1,0%",disney-channel,21,04,2019
2856,"0,9%",bemadtv,21,04,2019
2857,"0,8%",dkiss,21,04,2019
2858,"0,7%",teledeporte,21,04,2019
2859,"0,5%",real-madrid-tv,21,04,2019
2860,"0,3%",ten,21,04,2019
2861,"14,6%",la1,22,04,2019
2862,"13,5%",telecinco,22,04,2019
2863,"10,5%",antena3,22,04,2019
2864,"7,2%",lasexta,22,04,2019
2865,"5,1%",cuatro,22,04,2019
2866,"2,5%",energy,22,04,2019
2867,"2,5%",fdf,22,04,2019
2868,"2,4%",divinity,22,04,2019
2869,"2,3%",neox,22,04,2019
2870,"2,2%",la2,22,04,2019
2871,"2,1%",nova,22,04,2019
2872,"2,1%",13tv,22,04,2019
2873,"2,0%",paramountchannel,22,04,2019
2874,"1,8%",discoverymax,22,04,2019
2875,"1,7%",clan,22,04,2019
2876,"1,3%",mega-espana,22,04,2019
2877,"1,2%",canal24horas,22,04,2019
2878,"1,1%",disney-channel,22,04,2019
2879,"1,1%",atreseries,22,04,2019
2880,"1,1%",boing,22,04,2019
2881,"0,9%",gol-television,22,04,2019
2882,"0,8%",dkiss,22,04,2019
2883,"0,6%",bemadtv,22,04,2019
2884,"0,5%",ten,22,04,2019
2885,"0,4%",teledeporte,22,04,2019
2886,"0,2%",real-madrid-tv,22,04,2019
2887,"16,5%",antena3,23,04,2019
2888,"13,0%",lasexta,23,04,2019
2889,"11,5%",telecinco,23,04,2019
2890,"8,7%",la1,23,04,2019
2891,"3,8%",cuatro,23,04,2019
2892,"2,7%",la2,23,04,2019
2893,"2,3%",paramountchannel,23,04,2019
2894,"2,3%",divinity,23,04,2019
2895,"2,3%",fdf,23,04,2019
2896,"2,2%",neox,23,04,2019
2897,"2,1%",energy,23,04,2019
2898,"2,0%",nova,23,04,2019
2899,"1,7%",13tv,23,04,2019
2900,"1,7%",clan,23,04,2019
2901,"1,5%",discoverymax,23,04,2019
2902,"1,4%",mega-espana,23,04,2019
2903,"1,0%",atreseries,23,04,2019
2904,"0,8%",dkiss,23,04,2019
2905,"0,8%",boing,23,04,2019
2906,"0,8%",gol-television,23,04,2019
2907,"0,8%",disney-channel,23,04,2019
2908,"0,7%",canal24horas,23,04,2019
2909,"0,6%",bemadtv,23,04,2019
2910,"0,4%",teledeporte,23,04,2019
2911,"0,4%",ten,23,04,2019
2912,"0,2%",real-madrid-tv,23,04,2019
2913,"16,1%",telecinco,24,04,2019
2914,"12,6%",antena3,24,04,2019
2915,"8,1%",la1,24,04,2019
2916,"8,0%",lasexta,24,04,2019
2917,"4,8%",cuatro,24,04,2019
2918,"3,0%",la2,24,04,2019
2919,"2,3%",divinity,24,04,2019
2920,"2,3%",nova,24,04,2019
2921,"2,2%",neox,24,04,2019
2922,"2,1%",13tv,24,04,2019
2923,"2,1%",fdf,24,04,2019
2924,"1,8%",energy,24,04,2019
2925,"1,8%",paramountchannel,24,04,2019
2926,"1,7%",clan,24,04,2019
2927,"1,6%",mega-espana,24,04,2019
2928,"1,4%",discoverymax,24,04,2019
2929,"1,4%",gol-television,24,04,2019
2930,"1,2%",atreseries,24,04,2019
2931,"1,0%",canal24horas,24,04,2019
2932,"1,0%",boing,24,04,2019
2933,"0,9%",dkiss,24,04,2019
2934,"0,9%",teledeporte,24,04,2019
2935,"0,8%",disney-channel,24,04,2019
2936,"0,6%",bemadtv,24,04,2019
2937,"0,4%",ten,24,04,2019
2938,"0,2%",real-madrid-tv,24,04,2019
2939,"20,5%",telecinco,25,04,2019
2940,"11,4%",antena3,25,04,2019
2941,"8,7%",la1,25,04,2019
2942,"7,3%",lasexta,25,04,2019
2943,"4,3%",cuatro,25,04,2019
2944,"2,6%",neox,25,04,2019
2945,"2,4%",la2,25,04,2019
2946,"2,1%",energy,25,04,2019
2947,"2,1%",divinity,25,04,2019
2948,"2,1%",fdf,25,04,2019
2949,"2,0%",nova,25,04,2019
2950,"1,9%",13tv,25,04,2019
2951,"1,9%",clan,25,04,2019
2952,"1,8%",paramountchannel,25,04,2019
2953,"1,5%",discoverymax,25,04,2019
2954,"1,4%",atreseries,25,04,2019
2955,"1,3%",mega-espana,25,04,2019
2956,"0,9%",dkiss,25,04,2019
2957,"0,9%",boing,25,04,2019
2958,"0,9%",disney-channel,25,04,2019
2959,"0,9%",teledeporte,25,04,2019
2960,"0,8%",gol-television,25,04,2019
2961,"0,8%",canal24horas,25,04,2019
2962,"0,5%",bemadtv,25,04,2019
2963,"0,4%",ten,25,04,2019
2964,"0,3%",real-madrid-tv,25,04,2019
2965,"15,7%",telecinco,26,04,2019
2966,"11,9%",antena3,26,04,2019
2967,"8,1%",lasexta,26,04,2019
2968,"7,4%",la1,26,04,2019
2969,"4,8%",cuatro,26,04,2019
2970,"3,3%",neox,26,04,2019
2971,"2,8%",fdf,26,04,2019
2972,"2,6%",nova,26,04,2019
2973,"2,5%",la2,26,04,2019
2974,"2,5%",paramountchannel,26,04,2019
2975,"2,4%",energy,26,04,2019
2976,"2,4%",divinity,26,04,2019
2977,"1,9%",clan,26,04,2019
2978,"1,7%",13tv,26,04,2019
2979,"1,5%",mega-espana,26,04,2019
2980,"1,4%",atreseries,26,04,2019
2981,"1,4%",boing,26,04,2019
2982,"1,4%",discoverymax,26,04,2019
2983,"1,2%",dkiss,26,04,2019
2984,"1,0%",disney-channel,26,04,2019
2985,"0,9%",gol-television,26,04,2019
2986,"0,9%",teledeporte,26,04,2019
2987,"0,6%",canal24horas,26,04,2019
2988,"0,6%",bemadtv,26,04,2019
2989,"0,5%",ten,26,04,2019
2990,"0,1%",real-madrid-tv,26,04,2019
2991,"12,3%",telecinco,27,04,2019
2992,"11,6%",antena3,27,04,2019
2993,"8,1%",la1,27,04,2019
2994,"6,0%",cuatro,27,04,2019
2995,"5,9%",lasexta,27,04,2019
2996,"2,9%",fdf,27,04,2019
2997,"2,8%",la2,27,04,2019
2998,"2,6%",neox,27,04,2019
2999,"2,6%",energy,27,04,2019
3000,"2,4%",paramountchannel,27,04,2019
3001,"2,1%",clan,27,04,2019
3002,"2,0%",divinity,27,04,2019
3003,"1,9%",13tv,27,04,2019
3004,"1,5%",atreseries,27,04,2019
3005,"1,5%",nova,27,04,2019
3006,"1,4%",mega-espana,27,04,2019
3007,"1,4%",discoverymax,27,04,2019
3008,"1,4%",boing,27,04,2019
3009,"1,2%",disney-channel,27,04,2019
3010,"1,1%",gol-television,27,04,2019
3011,"1,0%",dkiss,27,04,2019
3012,"0,9%",canal24horas,27,04,2019
3013,"0,8%",bemadtv,27,04,2019
3014,"0,7%",teledeporte,27,04,2019
3015,"0,5%",ten,27,04,2019
3016,"0,3%",real-madrid-tv,27,04,2019
3017,"13,8%",lasexta,28,04,2019
3018,"10,0%",la1,28,04,2019
3019,"9,3%",telecinco,28,04,2019
3020,"9,1%",antena3,28,04,2019
3021,"4,5%",cuatro,28,04,2019
3022,"2,6%",energy,28,04,2019
3023,"2,6%",fdf,28,04,2019
3024,"2,4%",canal24horas,28,04,2019
3025,"2,2%",nova,28,04,2019
3026,"2,2%",paramountchannel,28,04,2019
3027,"2,1%",13tv,28,04,2019
3028,"2,1%",neox,28,04,2019
3029,"1,9%",divinity,28,04,2019
3030,"1,9%",la2,28,04,2019
3031,"1,5%",clan,28,04,2019
3032,"1,4%",atreseries,28,04,2019
3033,"1,4%",discoverymax,28,04,2019
3034,"1,3%",mega-espana,28,04,2019
3035,"1,0%",boing,28,04,2019
3036,"0,9%",disney-channel,28,04,2019
3037,"0,9%",gol-television,28,04,2019
3038,"0,7%",bemadtv,28,04,2019
3039,"0,7%",dkiss,28,04,2019
3040,"0,6%",teledeporte,28,04,2019
3041,"0,4%",ten,28,04,2019
3042,"0,3%",real-madrid-tv,28,04,2019
3043,"17,2%",telecinco,29,04,2019
3044,"11,3%",antena3,29,04,2019
3045,"9,0%",lasexta,29,04,2019
3046,"8,8%",la1,29,04,2019
3047,"4,9%",cuatro,29,04,2019
3048,"2,7%",fdf,29,04,2019
3049,"2,6%",la2,29,04,2019
3050,"2,5%",divinity,29,04,2019
3051,"2,4%",nova,29,04,2019
3052,"2,2%",13tv,29,04,2019
3053,"2,2%",neox,29,04,2019
3054,"2,0%",energy,29,04,2019
3055,"1,8%",paramountchannel,29,04,2019
3056,"1,6%",gol-television,29,04,2019
3057,"1,6%",discoverymax,29,04,2019
3058,"1,6%",clan,29,04,2019
3059,"1,4%",mega-espana,29,04,2019
3060,"1,4%",canal24horas,29,04,2019
3061,"1,1%",atreseries,29,04,2019
3062,"0,9%",dkiss,29,04,2019
3063,"0,8%",boing,29,04,2019
3064,"0,6%",disney-channel,29,04,2019
3065,"0,6%",bemadtv,29,04,2019
3066,"0,4%",ten,29,04,2019
3067,"0,3%",teledeporte,29,04,2019
3068,"0,1%",real-madrid-tv,29,04,2019
3069,"13,9%",telecinco,30,04,2019
3070,"11,9%",antena3,30,04,2019
3071,"9,8%",la1,30,04,2019
3072,"8,4%",lasexta,30,04,2019
3073,"8,0%",cuatro,30,04,2019
3074,"2,6%",fdf,30,04,2019
3075,"2,4%",la2,30,04,2019
3076,"2,2%",neox,30,04,2019
3077,"2,2%",divinity,30,04,2019
3078,"2,2%",paramountchannel,30,04,2019
3079,"2,2%",energy,30,04,2019
3080,"2,1%",nova,30,04,2019
3081,"1,9%",13tv,30,04,2019
3082,"1,6%",clan,30,04,2019
3083,"1,5%",discoverymax,30,04,2019
3084,"1,4%",mega-espana,30,04,2019
3085,"1,3%",canal24horas,30,04,2019
3086,"1,1%",atreseries,30,04,2019
3087,"1,0%",boing,30,04,2019
3088,"0,9%",disney-channel,30,04,2019
3089,"0,8%",dkiss,30,04,2019
3090,"0,8%",gol-television,30,04,2019
3091,"0,5%",ten,30,04,2019
3092,"0,4%",bemadtv,30,04,2019
3093,"0,3%",teledeporte,30,04,2019
3094,"0,2%",real-madrid-tv,30,04,2019
