index,Audiencia,Año,Cadena,Dia,Mes
18,"1,2%",2019,atreseries,23,03
19,"0,9%",2019,dkiss,23,03
20,"0,9%",2019,canal24horas,23,03
21,"0,7%",2019,gol-television,23,03
22,"0,6%",2019,teledeporte,23,03
23,"0,5%",2019,ten,23,03
24,"0,5%",2019,bemadtv,23,03
25,"0,4%",2019,real-madrid-tv,23,03
0,"12,6%",2019,telecinco,24,03
1,"10,1%",2019,antena3,24,03
2,"10,0%",2019,la1,24,03
3,"6,4%",2019,lasexta,24,03
4,"5,8%",2019,cuatro,24,03
5,"3,2%",2019,la2,24,03
6,"3,1%",2019,energy,24,03
7,"2,6%",2019,neox,24,03
8,"2,5%",2019,divinity,24,03
9,"2,5%",2019,fdf,24,03
10,"2,4%",2019,13tv,24,03
11,"2,3%",2019,paramountchannel,24,03
12,"2,0%",2019,discoverymax,24,03
13,"2,0%",2019,nova,24,03
14,"1,9%",2019,clan,24,03
15,"1,7%",2019,mega-espana,24,03
16,"1,5%",2019,atreseries,24,03
17,"1,1%",2019,canal24horas,24,03
18,"1,0%",2019,boing,24,03
19,"0,9%",2019,disney-channel,24,03
20,"0,8%",2019,dkiss,24,03
21,"0,8%",2019,gol-television,24,03
22,"0,7%",2019,bemadtv,24,03
23,"0,4%",2019,teledeporte,24,03
24,"0,4%",2019,ten,24,03
25,"0,4%",2019,real-madrid-tv,24,03
0,"15,9%",2019,telecinco,25,03
1,"12,6%",2019,antena3,25,03
2,"9,4%",2019,la1,25,03
3,"8,4%",2019,lasexta,25,03
4,"4,9%",2019,cuatro,25,03
5,"2,7%",2019,fdf,25,03
6,"2,4%",2019,la2,25,03
7,"2,4%",2019,energy,25,03
8,"2,3%",2019,neox,25,03
9,"2,2%",2019,nova,25,03
10,"2,1%",2019,divinity,25,03
11,"1,9%",2019,paramountchannel,25,03
12,"1,9%",2019,clan,25,03
13,"1,9%",2019,13tv,25,03
14,"1,7%",2019,discoverymax,25,03
15,"1,6%",2019,mega-espana,25,03
16,"1,3%",2019,atreseries,25,03
17,"1,1%",2019,canal24horas,25,03
18,"0,9%",2019,dkiss,25,03
19,"0,9%",2019,boing,25,03
20,"0,9%",2019,gol-television,25,03
21,"0,8%",2019,disney-channel,25,03
22,"0,6%",2019,bemadtv,25,03
23,"0,5%",2019,ten,25,03
24,"0,3%",2019,teledeporte,25,03
25,"0,2%",2019,real-madrid-tv,25,03
0,"14,9%",2019,la1,26,03
1,"13,7%",2019,telecinco,26,03
2,"13,1%",2019,antena3,26,03
3,"7,1%",2019,lasexta,26,03
4,"4,2%",2019,cuatro,26,03
5,"2,5%",2019,fdf,26,03
6,"2,5%",2019,la2,26,03
7,"2,4%",2019,nova,26,03
8,"2,3%",2019,neox,26,03
9,"2,3%",2019,divinity,26,03
10,"2,0%",2019,paramountchannel,26,03
11,"1,9%",2019,energy,26,03
12,"1,9%",2019,13tv,26,03
13,"1,8%",2019,clan,26,03
14,"1,6%",2019,discoverymax,26,03
15,"1,5%",2019,mega-espana,26,03
16,"1,0%",2019,atreseries,26,03
17,"1,0%",2019,canal24horas,26,03
18,"0,9%",2019,dkiss,26,03
19,"0,9%",2019,boing,26,03
20,"0,7%",2019,disney-channel,26,03
21,"0,6%",2019,gol-television,26,03
22,"0,6%",2019,ten,26,03
23,"0,5%",2019,bemadtv,26,03
24,"0,4%",2019,teledeporte,26,03
25,"0,2%",2019,real-madrid-tv,26,03
0,"16,2%",2019,telecinco,27,03
1,"14,6%",2019,antena3,27,03
2,"8,5%",2019,la1,27,03
3,"7,7%",2019,lasexta,27,03
4,"4,2%",2019,cuatro,27,03
5,"2,9%",2019,la2,27,03
6,"2,7%",2019,fdf,27,03
7,"2,6%",2019,neox,27,03
8,"2,4%",2019,nova,27,03
9,"2,2%",2019,divinity,27,03
10,"2,1%",2019,paramountchannel,27,03
11,"1,9%",2019,13tv,27,03
12,"1,9%",2019,energy,27,03
13,"1,8%",2019,discoverymax,27,03
14,"1,7%",2019,clan,27,03
15,"1,7%",2019,mega-espana,27,03
16,"1,4%",2019,atreseries,27,03
17,"1,0%",2019,canal24horas,27,03
18,"0,9%",2019,disney-channel,27,03
19,"0,9%",2019,boing,27,03
20,"0,8%",2019,dkiss,27,03
21,"0,6%",2019,gol-television,27,03
22,"0,6%",2019,bemadtv,27,03
23,"0,5%",2019,ten,27,03
24,"0,3%",2019,teledeporte,27,03
25,"0,2%",2019,real-madrid-tv,27,03
0,"17,5%",2019,telecinco,28,03
1,"12,8%",2019,antena3,28,03
2,"9,5%",2019,la1,28,03
3,"7,8%",2019,lasexta,28,03
4,"4,0%",2019,cuatro,28,03
5,"2,8%",2019,fdf,28,03
6,"2,7%",2019,neox,28,03
7,"2,4%",2019,la2,28,03
8,"2,2%",2019,nova,28,03
9,"2,2%",2019,divinity,28,03
10,"2,1%",2019,13tv,28,03
11,"2,1%",2019,energy,28,03
12,"2,0%",2019,paramountchannel,28,03
13,"1,8%",2019,clan,28,03
14,"1,6%",2019,discoverymax,28,03
15,"1,5%",2019,mega-espana,28,03
16,"1,3%",2019,atreseries,28,03
17,"1,0%",2019,canal24horas,28,03
18,"0,9%",2019,dkiss,28,03
19,"0,8%",2019,boing,28,03
20,"0,8%",2019,disney-channel,28,03
21,"0,6%",2019,bemadtv,28,03
22,"0,5%",2019,gol-television,28,03
23,"0,4%",2019,teledeporte,28,03
24,"0,4%",2019,ten,28,03
25,"0,2%",2019,real-madrid-tv,28,03
0,"15,2%",2019,telecinco,29,03
1,"12,2%",2019,antena3,29,03
2,"8,8%",2019,la1,29,03
3,"7,9%",2019,lasexta,29,03
4,"4,6%",2019,cuatro,29,03
5,"2,8%",2019,nova,29,03
6,"2,6%",2019,fdf,29,03
7,"2,5%",2019,neox,29,03
8,"2,5%",2019,la2,29,03
9,"2,4%",2019,energy,29,03
10,"2,3%",2019,divinity,29,03
11,"1,9%",2019,paramountchannel,29,03
12,"1,8%",2019,clan,29,03
13,"1,7%",2019,discoverymax,29,03
14,"1,6%",2019,mega-espana,29,03
15,"1,6%",2019,13tv,29,03
16,"1,4%",2019,atreseries,29,03
17,"1,3%",2019,boing,29,03
18,"1,1%",2019,gol-television,29,03
19,"1,0%",2019,dkiss,29,03
20,"1,0%",2019,disney-channel,29,03
21,"0,7%",2019,canal24horas,29,03
22,"0,6%",2019,ten,29,03
23,"0,6%",2019,bemadtv,29,03
24,"0,3%",2019,teledeporte,29,03
25,"0,3%",2019,real-madrid-tv,29,03
0,"10,8%",2019,la1,30,03
1,"10,4%",2019,antena3,30,03
2,"9,0%",2019,telecinco,30,03
3,"6,4%",2019,lasexta,30,03
4,"5,8%",2019,cuatro,30,03
5,"2,8%",2019,fdf,30,03
6,"2,8%",2019,la2,30,03
7,"2,7%",2019,neox,30,03
8,"2,5%",2019,energy,30,03
9,"2,3%",2019,clan,30,03
10,"2,3%",2019,divinity,30,03
11,"2,3%",2019,paramountchannel,30,03
12,"1,9%",2019,13tv,30,03
13,"1,8%",2019,nova,30,03
14,"1,8%",2019,discoverymax,30,03
15,"1,7%",2019,boing,30,03
16,"1,6%",2019,mega-espana,30,03
17,"1,4%",2019,atreseries,30,03
18,"1,1%",2019,disney-channel,30,03
19,"1,1%",2019,canal24horas,30,03
20,"1,0%",2019,gol-television,30,03
21,"0,8%",2019,dkiss,30,03
22,"0,7%",2019,bemadtv,30,03
23,"0,5%",2019,teledeporte,30,03
24,"0,4%",2019,ten,30,03
25,"0,4%",2019,real-madrid-tv,30,03
0,"11,8%",2019,telecinco,31,03
1,"10,4%",2019,antena3,31,03
2,"10,2%",2019,la1,31,03
3,"8,2%",2019,lasexta,31,03
4,"5,2%",2019,cuatro,31,03
5,"2,7%",2019,neox,31,03
6,"2,7%",2019,fdf,31,03
7,"2,6%",2019,la2,31,03
8,"2,6%",2019,nova,31,03
9,"2,4%",2019,energy,31,03
10,"2,0%",2019,13tv,31,03
11,"1,7%",2019,clan,31,03
12,"1,7%",2019,mega-espana,31,03
13,"1,7%",2019,divinity,31,03
14,"1,7%",2019,paramountchannel,31,03
15,"1,6%",2019,gol-television,31,03
16,"1,6%",2019,discoverymax,31,03
17,"1,2%",2019,atreseries,31,03
18,"1,0%",2019,canal24horas,31,03
19,"1,0%",2019,boing,31,03
20,"0,9%",2019,disney-channel,31,03
21,"0,7%",2019,dkiss,31,03
22,"0,6%",2019,teledeporte,31,03
23,"0,6%",2019,bemadtv,31,03
24,"0,5%",2019,ten,31,03
25,"0,5%",2019,real-madrid-tv,31,03
0,"16,5%",2019,telecinco,01,04
1,"11,7%",2019,antena3,01,04
2,"9,7%",2019,la1,01,04
3,"8,4%",2019,lasexta,01,04
4,"5,0%",2019,cuatro,01,04
5,"2,6%",2019,fdf,01,04
6,"2,6%",2019,la2,01,04
7,"2,5%",2019,neox,01,04
8,"2,5%",2019,paramountchannel,01,04
9,"2,4%",2019,energy,01,04
10,"2,1%",2019,nova,01,04
11,"2,1%",2019,13tv,01,04
12,"2,0%",2019,divinity,01,04
13,"1,7%",2019,clan,01,04
14,"1,6%",2019,mega-espana,01,04
15,"1,6%",2019,discoverymax,01,04
16,"1,1%",2019,atreseries,01,04
17,"1,0%",2019,gol-television,01,04
18,"0,9%",2019,boing,01,04
19,"0,8%",2019,dkiss,01,04
20,"0,8%",2019,canal24horas,01,04
21,"0,8%",2019,disney-channel,01,04
22,"0,5%",2019,ten,01,04
23,"0,5%",2019,bemadtv,01,04
24,"0,3%",2019,teledeporte,01,04
25,"0,2%",2019,real-madrid-tv,01,04
0,"13,7%",2019,telecinco,02,04
1,"12,6%",2019,antena3,02,04
2,"10,6%",2019,la1,02,04
3,"7,6%",2019,lasexta,02,04
4,"4,5%",2019,cuatro,02,04
5,"2,7%",2019,fdf,02,04
6,"2,5%",2019,la2,02,04
7,"2,5%",2019,neox,02,04
8,"2,3%",2019,nova,02,04
9,"2,3%",2019,energy,02,04
10,"2,2%",2019,divinity,02,04
11,"2,1%",2019,13tv,02,04
12,"2,0%",2019,paramountchannel,02,04
13,"1,7%",2019,discoverymax,02,04
14,"1,6%",2019,mega-espana,02,04
15,"1,6%",2019,clan,02,04
16,"1,1%",2019,gol-television,02,04
17,"1,1%",2019,atreseries,02,04
18,"1,0%",2019,canal24horas,02,04
19,"0,9%",2019,dkiss,02,04
20,"0,9%",2019,boing,02,04
21,"0,8%",2019,disney-channel,02,04
22,"0,5%",2019,ten,02,04
23,"0,5%",2019,bemadtv,02,04
24,"0,3%",2019,teledeporte,02,04
25,"0,2%",2019,real-madrid-tv,02,04
0,"16,0%",2019,telecinco,03,04
1,"14,0%",2019,antena3,03,04
2,"8,4%",2019,la1,03,04
3,"6,9%",2019,lasexta,03,04
4,"4,6%",2019,cuatro,03,04
5,"2,8%",2019,la2,03,04
6,"2,5%",2019,neox,03,04
7,"2,5%",2019,fdf,03,04
8,"2,3%",2019,nova,03,04
9,"2,2%",2019,divinity,03,04
10,"1,9%",2019,paramountchannel,03,04
11,"1,8%",2019,13tv,03,04
12,"1,7%",2019,energy,03,04
13,"1,6%",2019,mega-espana,03,04
14,"1,6%",2019,clan,03,04
15,"1,6%",2019,discoverymax,03,04
16,"1,2%",2019,atreseries,03,04
17,"1,1%",2019,canal24horas,03,04
18,"0,9%",2019,gol-television,03,04
19,"0,8%",2019,disney-channel,03,04
20,"0,8%",2019,boing,03,04
21,"0,7%",2019,dkiss,03,04
22,"0,5%",2019,ten,03,04
23,"0,4%",2019,teledeporte,03,04
24,"0,4%",2019,bemadtv,03,04
25,"0,3%",2019,real-madrid-tv,03,04
0,"17,6%",2019,telecinco,04,04
1,"12,6%",2019,antena3,04,04
2,"8,9%",2019,la1,04,04
3,"8,0%",2019,lasexta,04,04
4,"4,0%",2019,cuatro,04,04
5,"3,0%",2019,la2,04,04
6,"2,7%",2019,fdf,04,04
7,"2,5%",2019,neox,04,04
8,"2,2%",2019,nova,04,04
9,"2,1%",2019,13tv,04,04
10,"2,1%",2019,paramountchannel,04,04
11,"1,9%",2019,energy,04,04
12,"1,8%",2019,clan,04,04
13,"1,8%",2019,divinity,04,04
14,"1,6%",2019,discoverymax,04,04
15,"1,5%",2019,mega-espana,04,04
16,"1,5%",2019,gol-television,04,04
17,"1,1%",2019,atreseries,04,04
18,"1,1%",2019,canal24horas,04,04
19,"0,8%",2019,dkiss,04,04
20,"0,8%",2019,boing,04,04
21,"0,8%",2019,disney-channel,04,04
22,"0,6%",2019,bemadtv,04,04
23,"0,4%",2019,ten,04,04
24,"0,3%",2019,teledeporte,04,04
25,"0,1%",2019,real-madrid-tv,04,04
0,"15,2%",2019,telecinco,05,04
1,"11,9%",2019,antena3,05,04
2,"8,6%",2019,la1,05,04
3,"7,7%",2019,lasexta,05,04
4,"4,6%",2019,cuatro,05,04
5,"3,0%",2019,fdf,05,04
6,"3,0%",2019,la2,05,04
7,"2,9%",2019,neox,05,04
8,"2,6%",2019,energy,05,04
9,"2,2%",2019,nova,05,04
10,"2,2%",2019,divinity,05,04
11,"2,1%",2019,paramountchannel,05,04
12,"1,9%",2019,clan,05,04
13,"1,9%",2019,13tv,05,04
14,"1,7%",2019,discoverymax,05,04
15,"1,6%",2019,mega-espana,05,04
16,"1,4%",2019,atreseries,05,04
17,"1,1%",2019,gol-television,05,04
18,"1,1%",2019,boing,05,04
19,"1,0%",2019,disney-channel,05,04
20,"0,9%",2019,dkiss,05,04
21,"0,6%",2019,canal24horas,05,04
22,"0,6%",2019,bemadtv,05,04
23,"0,4%",2019,teledeporte,05,04
24,"0,4%",2019,ten,05,04
25,"0,2%",2019,real-madrid-tv,05,04
0,"11,2%",2019,antena3,06,04
1,"11,1%",2019,telecinco,06,04
2,"9,6%",2019,la1,06,04
3,"6,4%",2019,cuatro,06,04
4,"5,5%",2019,lasexta,06,04
5,"2,8%",2019,fdf,06,04
6,"2,5%",2019,neox,06,04
7,"2,4%",2019,la2,06,04
8,"2,3%",2019,clan,06,04
9,"2,3%",2019,energy,06,04
10,"2,1%",2019,13tv,06,04
11,"2,0%",2019,paramountchannel,06,04
12,"1,8%",2019,divinity,06,04
13,"1,7%",2019,discoverymax,06,04
14,"1,6%",2019,nova,06,04
15,"1,5%",2019,mega-espana,06,04
16,"1,4%",2019,boing,06,04
17,"1,3%",2019,disney-channel,06,04
18,"1,3%",2019,gol-television,06,04
19,"1,0%",2019,atreseries,06,04
20,"0,8%",2019,canal24horas,06,04
21,"0,7%",2019,dkiss,06,04
22,"0,6%",2019,teledeporte,06,04
23,"0,5%",2019,bemadtv,06,04
24,"0,5%",2019,real-madrid-tv,06,04
25,"0,4%",2019,ten,06,04
0,"11,9%",2019,telecinco,07,04
1,"11,2%",2019,la1,07,04
2,"9,6%",2019,antena3,07,04
3,"6,5%",2019,lasexta,07,04
4,"5,4%",2019,cuatro,07,04
5,"2,8%",2019,la2,07,04
6,"2,7%",2019,fdf,07,04
7,"2,5%",2019,neox,07,04
8,"2,2%",2019,nova,07,04
9,"2,1%",2019,13tv,07,04
10,"2,1%",2019,paramountchannel,07,04
11,"1,9%",2019,energy,07,04
12,"1,8%",2019,clan,07,04
13,"1,8%",2019,divinity,07,04
14,"1,6%",2019,discoverymax,07,04
15,"1,5%",2019,mega-espana,07,04
16,"1,5%",2019,gol-television,07,04
17,"1,1%",2019,atreseries,07,04
18,"1,1%",2019,canal24horas,07,04
19,"0,8%",2019,dkiss,07,04
20,"0,8%",2019,boing,07,04
21,"0,8%",2019,disney-channel,07,04
22,"0,6%",2019,bemadtv,07,04
23,"0,4%",2019,ten,07,04
24,"0,3%",2019,teledeporte,07,04
25,"0,1%",2019,real-madrid-tv,07,04
0,"16,3%",2019,telecinco,08,04
1,"11,7%",2019,antena3,08,04
2,"9,3%",2019,la1,08,04
3,"8,6%",2019,lasexta,08,04
4,"5,0%",2019,cuatro,08,04
5,"2,6%",2019,la2,08,04
6,"2,6%",2019,fdf,08,04
7,"2,4%",2019,nova,08,04
8,"2,4%",2019,energy,08,04
9,"2,3%",2019,neox,08,04
10,"2,1%",2019,13tv,08,04
11,"2,0%",2019,divinity,08,04
12,"2,0%",2019,paramountchannel,08,04
13,"1,9%",2019,clan,08,04
14,"1,6%",2019,discoverymax,08,04
15,"1,5%",2019,mega-espana,08,04
16,"1,3%",2019,atreseries,08,04
17,"1,2%",2019,gol-television,08,04
18,"0,9%",2019,boing,08,04
19,"0,8%",2019,dkiss,08,04
20,"0,8%",2019,disney-channel,08,04
21,"0,7%",2019,canal24horas,08,04
22,"0,6%",2019,bemadtv,08,04
23,"0,5%",2019,ten,08,04
24,"0,4%",2019,teledeporte,08,04
25,"0,2%",2019,real-madrid-tv,08,04
0,"13,9%",2019,telecinco,09,04
1,"13,2%",2019,antena3,09,04
2,"10,9%",2019,la1,09,04
3,"8,7%",2019,lasexta,09,04
4,"4,3%",2019,cuatro,09,04
5,"3,0%",2019,fdf,09,04
6,"2,4%",2019,la2,09,04
7,"2,4%",2019,nova,09,04
8,"2,3%",2019,13tv,09,04
9,"2,2%",2019,divinity,09,04
10,"2,2%",2019,paramountchannel,09,04
11,"2,1%",2019,neox,09,04
12,"2,0%",2019,energy,09,04
13,"1,9%",2019,clan,09,04
14,"1,7%",2019,discoverymax,09,04
15,"1,4%",2019,mega-espana,09,04
16,"1,2%",2019,atreseries,09,04
17,"1,0%",2019,canal24horas,09,04
18,"0,8%",2019,dkiss,09,04
19,"0,8%",2019,boing,09,04
20,"0,8%",2019,gol-television,09,04
21,"0,7%",2019,disney-channel,09,04
22,"0,5%",2019,ten,09,04
23,"0,4%",2019,teledeporte,09,04
24,"0,4%",2019,bemadtv,09,04
25,"0,2%",2019,real-madrid-tv,09,04
0,"17,2%",2019,telecinco,10,04
1,"14,5%",2019,antena3,10,04
2,"8,1%",2019,la1,10,04
3,"7,0%",2019,lasexta,10,04
4,"4,9%",2019,cuatro,10,04
5,"2,6%",2019,la2,10,04
6,"2,5%",2019,fdf,10,04
7,"2,4%",2019,neox,10,04
8,"2,2%",2019,nova,10,04
9,"2,0%",2019,divinity,10,04
10,"1,9%",2019,13tv,10,04
11,"1,8%",2019,clan,10,04
12,"1,8%",2019,paramountchannel,10,04
13,"1,7%",2019,energy,10,04
14,"1,6%",2019,mega-espana,10,04
15,"1,6%",2019,discoverymax,10,04
16,"1,2%",2019,atreseries,10,04
17,"1,0%",2019,gol-television,10,04
18,"0,9%",2019,canal24horas,10,04
19,"0,9%",2019,boing,10,04
20,"0,8%",2019,dkiss,10,04
21,"0,8%",2019,disney-channel,10,04
22,"0,5%",2019,bemadtv,10,04
23,"0,4%",2019,teledeporte,10,04
24,"0,4%",2019,ten,10,04
25,"0,1%",2019,real-madrid-tv,10,04
0,,2019,,11,04
0,"15,8%",2019,telecinco,12,04
1,"12,0%",2019,antena3,12,04
2,"7,9%",2019,la1,12,04
3,"7,5%",2019,lasexta,12,04
4,"4,7%",2019,cuatro,12,04
5,"2,9%",2019,neox,12,04
6,"2,7%",2019,fdf,12,04
7,"2,6%",2019,la2,12,04
8,"2,5%",2019,energy,12,04
9,"2,4%",2019,nova,12,04
10,"2,3%",2019,divinity,12,04
11,"2,2%",2019,paramountchannel,12,04
12,"2,1%",2019,13tv,12,04
13,"1,8%",2019,clan,12,04
14,"1,7%",2019,discoverymax,12,04
15,"1,5%",2019,mega-espana,12,04
16,"1,3%",2019,atreseries,12,04
17,"1,2%",2019,boing,12,04
18,"1,1%",2019,disney-channel,12,04
19,"1,1%",2019,gol-television,12,04
20,"1,0%",2019,dkiss,12,04
21,"0,6%",2019,canal24horas,12,04
22,"0,6%",2019,bemadtv,12,04
23,"0,5%",2019,teledeporte,12,04
24,"0,4%",2019,ten,12,04
25,"0,2%",2019,real-madrid-tv,12,04
0,"11,8%",2019,telecinco,13,04
1,"10,2%",2019,antena3,13,04
2,"9,4%",2019,la1,13,04
3,"6,6%",2019,lasexta,13,04
4,"5,7%",2019,cuatro,13,04
5,"3,1%",2019,fdf,13,04
6,"2,8%",2019,neox,13,04
7,"2,7%",2019,energy,13,04
8,"2,6%",2019,la2,13,04
9,"2,2%",2019,clan,13,04
10,"2,2%",2019,divinity,13,04
11,"2,0%",2019,13tv,13,04
12,"1,9%",2019,paramountchannel,13,04
13,"1,7%",2019,nova,13,04
14,"1,5%",2019,discoverymax,13,04
15,"1,4%",2019,disney-channel,13,04
16,"1,3%",2019,boing,13,04
17,"1,2%",2019,atreseries,13,04
18,"1,2%",2019,mega-espana,13,04
19,"1,1%",2019,gol-television,13,04
20,"0,9%",2019,canal24horas,13,04
21,"0,8%",2019,bemadtv,13,04
22,"0,8%",2019,dkiss,13,04
23,"0,5%",2019,teledeporte,13,04
24,"0,4%",2019,real-madrid-tv,13,04
25,"0,3%",2019,ten,13,04
0,"12,9%",2019,telecinco,14,04
1,"10,4%",2019,la1,14,04
2,"9,6%",2019,antena3,14,04
3,"5,9%",2019,cuatro,14,04
4,"4,3%",2019,lasexta,14,04
5,"3,0%",2019,la2,14,04
6,"2,9%",2019,energy,14,04
7,"2,7%",2019,13tv,14,04
8,"2,7%",2019,neox,14,04
9,"2,6%",2019,fdf,14,04
10,"2,1%",2019,nova,14,04
11,"2,1%",2019,divinity,14,04
12,"1,8%",2019,clan,14,04
13,"1,7%",2019,paramountchannel,14,04
14,"1,7%",2019,discoverymax,14,04
15,"1,7%",2019,mega-espana,14,04
16,"1,6%",2019,gol-television,14,04
17,"1,4%",2019,atreseries,14,04
18,"1,0%",2019,boing,14,04
19,"0,9%",2019,canal24horas,14,04
20,"0,9%",2019,disney-channel,14,04
21,"0,8%",2019,bemadtv,14,04
22,"0,8%",2019,teledeporte,14,04
23,"0,7%",2019,dkiss,14,04
24,"0,4%",2019,real-madrid-tv,14,04
25,"0,3%",2019,ten,14,04
0,"16,3%",2019,telecinco,15,04
1,"10,9%",2019,antena3,15,04
2,"9,3%",2019,la1,15,04
3,"6,7%",2019,lasexta,15,04
4,"5,1%",2019,cuatro,15,04
5,"2,6%",2019,fdf,15,04
6,"2,6%",2019,la2,15,04
7,"2,3%",2019,clan,15,04
8,"2,3%",2019,neox,15,04
9,"2,3%",2019,nova,15,04
10,"2,2%",2019,13tv,15,04
11,"2,2%",2019,energy,15,04
12,"2,0%",2019,divinity,15,04
13,"1,9%",2019,paramountchannel,15,04
14,"1,6%",2019,mega-espana,15,04
15,"1,3%",2019,canal24horas,15,04
16,"1,3%",2019,discoverymax,15,04
17,"1,2%",2019,atreseries,15,04
18,"1,1%",2019,disney-channel,15,04
19,"1,0%",2019,boing,15,04
20,"0,9%",2019,dkiss,15,04
21,"0,8%",2019,gol-television,15,04
22,"0,6%",2019,teledeporte,15,04
23,"0,5%",2019,bemadtv,15,04
24,"0,4%",2019,ten,15,04
25,"0,3%",2019,real-madrid-tv,15,04
0,"13,5%",2019,telecinco,16,04
1,"12,0%",2019,antena3,16,04
2,"8,9%",2019,la1,16,04
3,"6,4%",2019,lasexta,16,04
4,"5,0%",2019,cuatro,16,04
5,"2,9%",2019,fdf,16,04
6,"2,7%",2019,la2,16,04
7,"2,3%",2019,nova,16,04
8,"2,3%",2019,neox,16,04
9,"2,3%",2019,divinity,16,04
10,"2,3%",2019,energy,16,04
11,"2,1%",2019,clan,16,04
12,"1,8%",2019,13tv,16,04
13,"1,8%",2019,paramountchannel,16,04
14,"1,6%",2019,mega-espana,16,04
15,"1,6%",2019,discoverymax,16,04
16,"1,4%",2019,atreseries,16,04
17,"1,4%",2019,canal24horas,16,04
18,"1,3%",2019,gol-television,16,04
19,"1,2%",2019,disney-channel,16,04
20,"1,2%",2019,boing,16,04
21,"1,0%",2019,dkiss,16,04
22,"0,5%",2019,ten,16,04
23,"0,4%",2019,teledeporte,16,04
24,"0,4%",2019,bemadtv,16,04
25,"0,1%",2019,real-madrid-tv,16,04
0,"13,2%",2019,telecinco,17,04
1,"12,4%",2019,antena3,17,04
2,"8,2%",2019,la1,17,04
3,"6,1%",2019,lasexta,17,04
4,"5,0%",2019,cuatro,17,04
5,"3,2%",2019,la2,17,04
6,"2,8%",2019,fdf,17,04
7,"2,7%",2019,neox,17,04
8,"2,5%",2019,13tv,17,04
9,"2,4%",2019,nova,17,04
10,"2,3%",2019,divinity,17,04
11,"2,2%",2019,clan,17,04
12,"1,9%",2019,paramountchannel,17,04
13,"1,8%",2019,energy,17,04
14,"1,6%",2019,mega-espana,17,04
15,"1,6%",2019,discoverymax,17,04
16,"1,5%",2019,boing,17,04
17,"1,3%",2019,atreseries,17,04
18,"1,1%",2019,disney-channel,17,04
19,"1,1%",2019,gol-television,17,04
20,"1,0%",2019,dkiss,17,04
21,"0,9%",2019,canal24horas,17,04
22,"0,7%",2019,bemadtv,17,04
23,"0,5%",2019,ten,17,04
24,"0,4%",2019,teledeporte,17,04
25,"0,1%",2019,real-madrid-tv,17,04
0,"11,8%",2019,antena3,18,04
1,"11,6%",2019,telecinco,18,04
2,"8,0%",2019,la1,18,04
3,"6,2%",2019,lasexta,18,04
4,"5,1%",2019,cuatro,18,04
5,"2,9%",2019,la2,18,04
6,"2,8%",2019,neox,18,04
7,"2,7%",2019,fdf,18,04
8,"2,6%",2019,13tv,18,04
9,"2,4%",2019,paramountchannel,18,04
10,"2,3%",2019,nova,18,04
11,"2,2%",2019,clan,18,04
12,"2,2%",2019,energy,18,04
13,"2,0%",2019,divinity,18,04
14,"1,9%",2019,discoverymax,18,04
15,"1,6%",2019,mega-espana,18,04
16,"1,3%",2019,disney-channel,18,04
17,"1,2%",2019,atreseries,18,04
18,"1,1%",2019,dkiss,18,04
19,"1,1%",2019,boing,18,04
20,"1,1%",2019,gol-television,18,04
21,"0,8%",2019,canal24horas,18,04
22,"0,7%",2019,bemadtv,18,04
23,"0,5%",2019,ten,18,04
24,"0,4%",2019,teledeporte,18,04
25,"0,3%",2019,real-madrid-tv,18,04
0,"10,6%",2019,antena3,19,04
1,"10,2%",2019,la1,19,04
2,"9,0%",2019,telecinco,19,04
3,"6,2%",2019,lasexta,19,04
4,"5,5%",2019,cuatro,19,04
5,"3,2%",2019,fdf,19,04
6,"2,9%",2019,energy,19,04
7,"2,7%",2019,neox,19,04
8,"2,5%",2019,divinity,19,04
9,"2,4%",2019,la2,19,04
10,"2,2%",2019,paramountchannel,19,04
11,"2,0%",2019,discoverymax,19,04
12,"1,8%",2019,clan,19,04
13,"1,8%",2019,nova,19,04
14,"1,7%",2019,13tv,19,04
15,"1,5%",2019,atreseries,19,04
16,"1,5%",2019,mega-espana,19,04
17,"1,4%",2019,dkiss,19,04
18,"1,3%",2019,disney-channel,19,04
19,"1,1%",2019,boing,19,04
20,"0,9%",2019,gol-television,19,04
21,"0,8%",2019,canal24horas,19,04
22,"0,8%",2019,bemadtv,19,04
23,"0,6%",2019,ten,19,04
24,"0,4%",2019,teledeporte,19,04
25,"0,3%",2019,real-madrid-tv,19,04
0,"10,9%",2019,telecinco,20,04
1,"10,7%",2019,antena3,20,04
2,"9,4%",2019,la1,20,04
3,"7,2%",2019,lasexta,20,04
4,"5,3%",2019,cuatro,20,04
5,"3,0%",2019,fdf,20,04
6,"2,5%",2019,paramountchannel,20,04
7,"2,5%",2019,neox,20,04
8,"2,5%",2019,energy,20,04
9,"2,3%",2019,la2,20,04
10,"2,2%",2019,clan,20,04
11,"2,2%",2019,13tv,20,04
12,"2,0%",2019,divinity,20,04
13,"1,6%",2019,discoverymax,20,04
14,"1,4%",2019,nova,20,04
15,"1,3%",2019,disney-channel,20,04
16,"1,3%",2019,mega-espana,20,04
17,"1,3%",2019,boing,20,04
18,"1,2%",2019,atreseries,20,04
19,"1,1%",2019,gol-television,20,04
20,"0,8%",2019,dkiss,20,04
21,"0,8%",2019,canal24horas,20,04
22,"0,7%",2019,bemadtv,20,04
23,"0,6%",2019,teledeporte,20,04
24,"0,4%",2019,ten,20,04
